Year,ISIN
2017,CA8029121057
2017,CA8239011031
2017,CA85472N1096
2017,CA8667961053
2017,CA8672241079
2017,CA87807B1076
2017,CA8787422044
2017,CA87971M1032
2017,CA8849038085
2017,CA8911605092
2017,CA89346D1078
2017,CA8959451037
2017,CA98462Y1007
2017,GB0022569080
2017,IE00BWT6H894
2017,LR0008862868
2017,PA1436583006
2017,US0010551028
2017,US0010841023
2017,US00130H1059
2017,US00206R1023
2017,US0028241000
2017,US0028962076
2017,US00724F1012
2017,US0079031078
2017,US0082521081
2017,US00846U1016
2017,US0091581068
2017,US00971T1016
2017,US0126531013
2017,US0185811082
2017,US0188021085
2017,US0200021014
2017,US02079K3059
2017,US02209S1033
2017,US0236081024
2017,US0255371017
2017,US0258161092
2017,US0268747849
2017,US03027X1000
2017,US03073E1055
2017,US0311621009
2017,US0320951017
2017,US0326541051
2017,US0367521038
2017,US03743Q1085
2017,US0378331005
2017,US0382221051
2017,US0383361039
2017,US0394831020
2017,US0441861046
2017,US04621X1081
2017,US0527691069
2017,US0530151036
2017,US0534841012
2017,US0536111091
2017,US0538071038
2017,US0584981064
2017,US0605051046
2017,US0640581007
2017,US0708301041
2017,US0718131099
2017,US0758871091
2017,US0844231029
2017,US0865161014
2017,US09062X1037
2017,US0970231058
2017,US09857L1089
2017,US0997241064
2017,US1011211018
2017,US1011371077
2017,US1101221083
2017,US1124631045
2017,US1156372096
2017,US12504L1098
2017,US1252691001
2017,US1255231003
2017,US1258961002
2017,US1264081035
2017,US12653C1080
2017,US1266501006
2017,US1270551013
2017,US1307881029
2017,US1344291091
2017,US14040H1059
2017,US14149Y1082
2017,US1491231015
2017,US1667641005
2017,US1717793095
2017,US1720621010
2017,US17275R1023
2017,US1729674242
2017,US1858991011
2017,US1890541097
2017,US1912161007
2017,US1924461023
2017,US1941621039
2017,US2003401070
2017,US2058871029
2017,US20825C1045
2017,US2091151041
2017,US21036P1084
2017,US22160K1051
2017,US2283681060
2017,US2310211063
2017,US2333311072
2017,US23355L1061
2017,US2371941053
2017,US2441991054
2017,US2473617023
2017,US25179M1036
2017,US2533931026
2017,US2546871060
2017,US25746U1097
2017,US2576511099
2017,US25960P1093
2017,US2600031080
2017,US26875P1012
2017,US2774321002
2017,US2774614067
2017,US2786421030
2017,US2788651006
2017,US2810201077
2017,US28176E1082
2017,US2910111044
2017,US29364G1031
2017,US29444U7000
2017,US29476L1070
2017,US29670G1022
2017,US2971781057
2017,US30040W1080
2017,US30161N1019
2017,US3021301094
2017,US30231G1022
2017,US3024913036
2017,US31428X1063
2017,US3156161024
2017,US3167731005
2017,US3434121022
2017,US34354P1057
2017,US3453708600
2017,US3546131018
2017,US35671D8570
2017,US3647601083
2017,US3703341046
2017,US37045V1008
2017,US3719011096
2017,US37247D1063
2017,US3755581036
2017,US38141G1040
2017,US3825501014
2017,US3848021040
2017,US3976241071
2017,US40434L1052
2017,US4062161017
2017,US4103451021
2017,US4128221086
2017,US4165151048
2017,US4180561072
2017,US42250P1030
2017,US4278661081
2017,US42809H1077
2017,US4370761029
2017,US4385161066
2017,US4404521001
2017,US44107P1049
2017,US4448591028
2017,US4456581077
2017,US4461501045
2017,US4470111075
2017,US45073V1089
2017,US4523081093
2017,US4581401001
2017,US4592001014
2017,US4595061015
2017,US4601461035
2017,US4606901001
2017,US4612021034
2017,US46284V1017
2017,US4657411066
2017,US46625H1005
2017,US4663131039
2017,US46982L1089
2017,US4781601046
2017,US48020Q1076
2017,US48203R1041
2017,US48242W1062
2017,US4824801009
2017,US4878361082
2017,US4891701009
2017,US4932671088
2017,US4943681035
2017,US49446R1095
2017,US5002551043
2017,US5010441013
2017,US5178341070
2017,US5184391044
2017,US5218652049
2017,US5261071071
2017,US5324571083
2017,US5339001068
2017,US5341871094
2017,US5398301094
2017,US5486611073
2017,US5502411037
2017,US55261F1049
2017,US5526761086
2017,US5529531015
2017,US5543821012
2017,US55616P1049
2017,US5635714059
2017,US56418H1005
2017,US5658491064
2017,US5717481023
2017,US5719032022
2017,US5738741041
2017,US5745991068
2017,US57636Q1040
2017,US5770811025
2017,US5797802064
2017,US5801351017
2017,US58155Q1031
2017,US58933Y1055
2017,US59156R1086
2017,US5926881054
2017,US5949181045
2017,US5950171042
2017,US5951121038
2017,US6005441000
2017,US6081901042
2017,US60871R2094
2017,US6092071058
2017,US6153691059
2017,US6174464486
2017,US61945C1036
2017,US6200763075
2017,US6267171022
2017,US6293775085
2017,US6311031081
2017,US6365181022
2017,US64110D1046
2017,US6512291062
2017,US6516391066
2017,US65249B1098
2017,US65339F1012
2017,US6541061031
2017,US65473P1057
2017,US6556641008
2017,US6558441084
2017,US6658591044
2017,US6668071029
2017,US6687711084
2017,US67066G1040
2017,US6708371033
2017,US67098H1041
2017,US6745991058
2017,US6819191064
2017,US6821891057
2017,US6826801036
2017,US68389X1054
2017,US6866881021
2017,US6882392011
2017,US69331C1080
2017,US6934751057
2017,US6935061076
2017,US69351T1060
2017,US6936561009
2017,US6937181088
2017,US6951561090
2017,US7010941042
2017,US7134481081
2017,US7140461093
2017,US7170811035
2017,US7234841010
2017,US7244791007
2017,US7310681025
2017,US74144T1088
2017,US74251V1026
2017,US7427181091
2017,US7433151039
2017,US74340W1036
2017,US7443201022
2017,US7445731067
2017,US7475251036
2017,US74834L1008
2017,US75281A1097
2017,US75513E1010
2017,US7588491032
2017,US75886F1075
2017,US7607591002
2017,US7739031091
2017,US7835491082
2017,US78409V1044
2017,US78410G1040
2017,US78440X8873
2017,US78473E1038
2017,US79466L3024
2017,US8101861065
2017,US81211K1007
2017,US8168511090
2017,US8243481061
2017,US8288061091
2017,US8326964058
2017,US8354951027
2017,US8425871071
2017,US84265V1052
2017,US8447411088
2017,US8545021011
2017,US8552441094
2017,US8574771031
2017,US8676524064
2017,US8718291078
2017,US8725401090
2017,US8760301072
2017,US87612E1064
2017,US8807701029
2017,US8807791038
2017,US8825081040
2017,US8832031012
2017,US88337F1057
2017,US8835561023
2017,US88579Y1010
2017,US89417E1091
2017,US89832Q1094
2017,US9024941034
2017,US9026811052
2017,US9029733048
2017,US9078181081
2017,US9111631035
2017,US9113121068
2017,US9113631090
2017,US9129091081
2017,US91324P1021
2017,US91529Y1064
2017,US91913Y1001
2017,US92276F1003
2017,US92343V1044
2017,US92532F1003
2017,US9255501051
2017,US92556V1061
2017,US9290421091
2017,US9291601097
2017,US92939U1060
2017,US9297401088
2017,US9311421039
2017,US9314271084
2017,US94106L1098
2017,US9418481035
2017,US9427491025
2017,US9497461015
2017,US95040Q1040
2017,US95082P1057
2017,US9581021055
2017,US9604131022
2017,US9621661043
2017,US9633201069
2017,US9694571004
2017,US98389B1008
2017,US9839191015
2017,US98421M1062
2017,US9884981013
2017,US98956P1021
2018,AN8068571086
2018,CA00208D4084
2018,CA0084741085
2018,CA00900Q1037
2018,CA01626P1484
2018,CA05534B7604
2018,CA0636711016
2018,CA0641491075
2018,CA0977518616
2018,CA1247651088
2018,CA12532H1047
2018,CA13321L1085
2018,CA1360691010
2018,CA1363751027
2018,CA1363851017
2018,CA13646K1084
2018,CA1366812024
2018,CA1367178326
2018,CA2849025093
2018,CA29250N1050
2018,CA2927661025
2018,CA3180714048
2018,CA3359341052
2018,CA3495531079
2018,CA3518581051
2018,CA3759161035
2018,CA39138C1068
2018,CA4495861060
2018,CA4530384086
2018,CA45823T1066
2018,CA4969024047
2018,CA5394811015
2018,CA5592224011
2018,CA56501R1064
2018,CA59151K1084
2018,CA6744822033
2018,CA7392391016
2018,CA7751092007
2018,CA7800871021
2018,CA8029121057
2018,CA8239011031
2018,CA85472N1096
2018,CA8667961053
2018,CA8672241079
2018,CA87807B1076
2018,CA8787422044
2018,CA87971M1032
2018,CA8849038085
2018,CA8911605092
2018,CA89346D1078
2018,CA8959451037
2018,CA98462Y1007
2018,GB0022569080
2018,IE00BWT6H894
2018,LR0008862868
2018,PA1436583006
2018,US0010551028
2018,US0010841023
2018,US00130H1059
2018,US00206R1023
2018,US0028241000
2018,US0028962076
2018,US00724F1012
2018,US0079031078
2018,US0082521081
2018,US00846U1016
2018,US0091581068
2018,US00971T1016
2018,US0126531013
2018,US0152711091
2018,US01741R1023
2018,US0185811082
2018,US0188021085
2018,US0200021014
2018,US02079K3059
2018,US02209S1033
2018,US0231351067
2018,US0236081024
2018,US0255371017
2018,US0258161092
2018,US0268747849
2018,US03027X1000
2018,US03073E1055
2018,US0311621009
2018,US0320951017
2018,US0326541051
2018,US0367521038
2018,US03743Q1085
2018,US0378331005
2018,US0382221051
2018,US0383361039
2018,US0394831020
2018,US0441861046
2018,US04621X1081
2018,US0527691069
2018,US0530151036
2018,US0534841012
2018,US0536111091
2018,US0537741052
2018,US0538071038
2018,US0584981064
2018,US0605051046
2018,US0640581007
2018,US0708301041
2018,US0718131099
2018,US0758871091
2018,US0844231029
2018,US0865161014
2018,US09062X1037
2018,US0970231058
2018,US09857L1089
2018,US0997241064
2018,US1011211018
2018,US1011371077
2018,US1053682035
2018,US1101221083
2018,US1124631045
2018,US1156372096
2018,US12504L1098
2018,US1252691001
2018,US12541W2098
2018,US1255231003
2018,US1258961002
2018,US1264081035
2018,US12653C1080
2018,US1266501006
2018,US1270551013
2018,US1273871087
2018,US1307881029
2018,US1344291091
2018,US14040H1059
2018,US14149Y1082
2018,US1491231015
2018,US15189T1079
2018,US1567821046
2018,US1598641074
2018,US1667641005
2018,US1713401024
2018,US1717793095
2018,US1720621010
2018,US17275R1023
2018,US1729674242
2018,US1858991011
2018,US1890541097
2018,US1912161007
2018,US1924461023
2018,US1941621039
2018,US2003401070
2018,US2017231034
2018,US2058871029
2018,US20825C1045
2018,US2091151041
2018,US21036P1084
2018,US22160K1051
2018,US2283681060
2018,US2310211063
2018,US2333311072
2018,US23355L1061
2018,US2358511028
2018,US2371941053
2018,US23918K1088
2018,US2441991054
2018,US2473617023
2018,US25179M1036
2018,US2533931026
2018,US2546871060
2018,US25525P1075
2018,US25746U1097
2018,US2576511099
2018,US25960P1093
2018,US2600031080
2018,US26875P1012
2018,US2774321002
2018,US2774614067
2018,US2786421030
2018,US2788651006
2018,US2810201077
2018,US28176E1082
2018,US2910111044
2018,US29364G1031
2018,US29444U7000
2018,US29476L1070
2018,US29670G1022
2018,US2971781057
2018,US30040W1080
2018,US30161N1019
2018,US3021301094
2018,US30231G1022
2018,US3024913036
2018,US3029411093
2018,US31428X1063
2018,US3156161024
2018,US3167731005
2018,US3434121022
2018,US34354P1057
2018,US3453708600
2018,US3546131018
2018,US35671D8570
2018,US3647601083
2018,US3703341046
2018,US37045V1008
2018,US3719011096
2018,US37247D1063
2018,US3755581036
2018,US38141G1040
2018,US3825501014
2018,US3848021040
2018,US3976241071
2018,US40434L1052
2018,US4062161017
2018,US4103451021
2018,US4108671052
2018,US4128221086
2018,US4158641070
2018,US4165151048
2018,US4180561072
2018,US42250P1030
2018,US4234521015
2018,US4278661081
2018,US42809H1077
2018,US4370761029
2018,US4385161066
2018,US4404521001
2018,US44107P1049
2018,US4448591028
2018,US4456581077
2018,US4461501045
2018,US4470111075
2018,US45073V1089
2018,US45167R1041
2018,US4523081093
2018,US4523271090
2018,US4581401001
2018,US4592001014
2018,US4595061015
2018,US4601461035
2018,US4606901001
2018,US4612021034
2018,US46284V1017
2018,US4657411066
2018,US46625H1005
2018,US4663131039
2018,US46982L1089
2018,US4781601046
2018,US48020Q1076
2018,US48203R1041
2018,US48242W1062
2018,US4824801009
2018,US4878361082
2018,US4891701009
2018,US4932671088
2018,US4943681035
2018,US49446R1095
2018,US49456B1017
2018,US5002551043
2018,US5010441013
2018,US5178341070
2018,US5184391044
2018,US5218652049
2018,US5261071071
2018,US5324571083
2018,US5339001068
2018,US5341871094
2018,US5398301094
2018,US5486611073
2018,US5502411037
2018,US55261F1049
2018,US5526761086
2018,US5529531015
2018,US5543821012
2018,US55616P1049
2018,US5635714059
2018,US56418H1005
2018,US5658491064
2018,US5717481023
2018,US5719032022
2018,US5738741041
2018,US5745991068
2018,US57636Q1040
2018,US5770811025
2018,US5797802064
2018,US5801351017
2018,US58155Q1031
2018,US58933Y1055
2018,US59156R1086
2018,US5926881054
2018,US5949181045
2018,US5950171042
2018,US5951121038
2018,US6005441000
2018,US6081901042
2018,US60871R2094
2018,US6092071058
2018,US6153691059
2018,US6174464486
2018,US61945C1036
2018,US6200763075
2018,US6267171022
2018,US6293775085
2018,US62955J1034
2018,US6311031081
2018,US6365181022
2018,US64110D1046
2018,US6512291062
2018,US6516391066
2018,US65249B1098
2018,US65339F1012
2018,US6541061031
2018,US65473P1057
2018,US6556641008
2018,US6558441084
2018,US6658591044
2018,US6668071029
2018,US6687711084
2018,US67066G1040
2018,US6708371033
2018,US67098H1041
2018,US6745991058
2018,US6819191064
2018,US6821891057
2018,US6826801036
2018,US68389X1054
2018,US6866881021
2018,US6882392011
2018,US69331C1080
2018,US6934751057
2018,US6935061076
2018,US69351T1060
2018,US6936561009
2018,US6937181088
2018,US6951561090
2018,US7010941042
2018,US7043261079
2018,US7134481081
2018,US7140461093
2018,US7170811035
2018,US7234841010
2018,US7244791007
2018,US7310681025
2018,US74144T1088
2018,US74251V1026
2018,US7427181091
2018,US7433151039
2018,US74340W1036
2018,US7443201022
2018,US7445731067
2018,US7475251036
2018,US74834L1008
2018,US75281A1097
2018,US75513E1010
2018,US7588491032
2018,US75886F1075
2018,US7591EP1005
2018,US7607591002
2018,US7739031091
2018,US7835491082
2018,US78409V1044
2018,US78410G1040
2018,US78440X8873
2018,US78473E1038
2018,US79466L3024
2018,US8101861065
2018,US81211K1007
2018,US8168511090
2018,US8243481061
2018,US8288061091
2018,US8326964058
2018,US8354951027
2018,US8425871071
2018,US84265V1052
2018,US8447411088
2018,US8485741099
2018,US8545021011
2018,US8552441094
2018,US8574771031
2018,US8581191009
2018,US8676524064
2018,US8716071076
2018,US8718291078
2018,US8725401090
2018,US8760301072
2018,US87612E1064
2018,US8803491054
2018,US8807701029
2018,US8807791038
2018,US8825081040
2018,US8832031012
2018,US88337F1057
2018,US8835561023
2018,US88579Y1010
2018,US8873891043
2018,US89417E1091
2018,US8962391004
2018,US89832Q1094
2018,US9024941034
2018,US9026531049
2018,US9026811052
2018,US9029733048
2018,US9078181081
2018,US9111631035
2018,US9113121068
2018,US9113631090
2018,US9129091081
2018,US91324P1021
2018,US91529Y1064
2018,US91913Y1001
2018,US92276F1003
2018,US92343V1044
2018,US92532F1003
2018,US9255501051
2018,US92556V1061
2018,US9282981086
2018,US9290421091
2018,US9291601097
2018,US92939U1060
2018,US9297401088
2018,US9311421039
2018,US9314271084
2018,US94106L1098
2018,US9418481035
2018,US9427491025
2018,US9497461015
2018,US95040Q1040
2018,US95082P1057
2018,US9581021055
2018,US9604131022
2018,US96145D1054
2018,US9621661043
2018,US9633201069
2018,US9694571004
2018,US9699041011
2018,US98389B1008
2018,US9839191015
2018,US98421M1062
2018,US9884981013
2018,US98956P1021
2019,AN8068571086
2019,CA00208D4084
2019,CA0084741085
2019,CA00900Q1037
2019,CA01626P1484
2019,CA05534B7604
2019,CA0636711016
2019,CA0641491075
2019,CA0977518616
2019,CA1247651088
2019,CA12532H1047
2019,CA13321L1085
2019,CA1360691010
2019,CA1363751027
2019,CA1363851017
2019,CA13646K1084
2019,CA1366812024
2019,CA1367178326
2019,CA2849025093
2019,CA2918434077
2019,CA29250N1050
2019,CA2927661025
2019,CA3180714048
2019,CA3359341052
2019,CA3495531079
2019,CA3518581051
2019,CA3759161035
2019,CA39138C1068
2019,CA4495861060
2019,CA4530384086
2019,CA45823T1066
2019,CA4969024047
2019,CA5394811015
2019,CA5592224011
2019,CA56501R1064
2019,CA59151K1084
2019,CA6744822033
2019,CA6837151068
2019,CA7392391016
2019,CA74022D4075
2019,CA7669101031
2019,CA7751092007
2019,CA7800871021
2019,CA8029121057
2019,CA82028K2002
2019,CA8239011031
2019,CA85472N1096
2019,CA8667961053
2019,CA8672241079
2019,CA87807B1076
2019,CA8787422044
2019,CA87971M1032
2019,CA8849038085
2019,CA8911605092
2019,CA89346D1078
2019,CA8959451037
2019,CA98462Y1007
2019,GB0022569080
2019,IE00BWT6H894
2019,LR0008862868
2019,PA1436583006
2019,US0010551028
2019,US0010841023
2019,US00130H1059
2019,US00206R1023
2019,US0028241000
2019,US0028962076
2019,US00724F1012
2019,US00751Y1064
2019,US0079031078
2019,US0082521081
2019,US00846U1016
2019,US0091581068
2019,US00971T1016
2019,US0126531013
2019,US0152711091
2019,US01741R1023
2019,US0185811082
2019,US0188021085
2019,US0200021014
2019,US02079K3059
2019,US02209S1033
2019,US0231351067
2019,US0236081024
2019,US0255371017
2019,US02553E1064
2019,US0258161092
2019,US0268747849
2019,US03027X1000
2019,US03073E1055
2019,US03076C1062
2019,US0311001004
2019,US0311621009
2019,US0320951017
2019,US0326541051
2019,US0367521038
2019,US03743Q1085
2019,US0378331005
2019,US0382221051
2019,US0383361039
2019,US03940R1077
2019,US0394831020
2019,US0441861046
2019,US0454871056
2019,US04621X1081
2019,US0527691069
2019,US0530151036
2019,US0533321024
2019,US0534841012
2019,US0536111091
2019,US0537741052
2019,US0538071038
2019,US0584981064
2019,US0605051046
2019,US0640581007
2019,US0708301041
2019,US0718131099
2019,US0758871091
2019,US0844231029
2019,US0865161014
2019,US09062X1037
2019,US0970231058
2019,US09857L1089
2019,US0997241064
2019,US1011211018
2019,US1011371077
2019,US1053682035
2019,US1096411004
2019,US1101221083
2019,US1124631045
2019,US1156372096
2019,US12504L1098
2019,US1252691001
2019,US12541W2098
2019,US1255231003
2019,US1258961002
2019,US1264081035
2019,US12653C1080
2019,US1266501006
2019,US1270551013
2019,US1273871087
2019,US1307881029
2019,US1331311027
2019,US1344291091
2019,US14040H1059
2019,US14149Y1082
2019,US1423391002
2019,US1431301027
2019,US1491231015
2019,US1508701034
2019,US15189T1079
2019,US1567821046
2019,US1598641074
2019,US1667641005
2019,US1713401024
2019,US1717793095
2019,US1720621010
2019,US17275R1023
2019,US1729081059
2019,US1729674242
2019,US1773761002
2019,US1858991011
2019,US1890541097
2019,US1912161007
2019,US1924461023
2019,US1941621039
2019,US20030N1019
2019,US2003401070
2019,US2017231034
2019,US2058871029
2019,US20825C1045
2019,US2091151041
2019,US21036P1084
2019,US22160K1051
2019,US22822V1017
2019,US2283681060
2019,US2310211063
2019,US23331A1097
2019,US2333311072
2019,US23355L1061
2019,US2358511028
2019,US2371941053
2019,US23918K1088
2019,US2441991054
2019,US2473617023
2019,US24906P1093
2019,US25179M1036
2019,US2533931026
2019,US2546871060
2019,US25525P1075
2019,US25659T1079
2019,US25746U1097
2019,US2576511099
2019,US25960P1093
2019,US2600031080
2019,US26441C2044
2019,US26875P1012
2019,US2774321002
2019,US2774614067
2019,US2786421030
2019,US2788651006
2019,US2810201077
2019,US28176E1082
2019,US2910111044
2019,US29272W1099
2019,US29364G1031
2019,US2944291051
2019,US29444U7000
2019,US29476L1070
2019,US29670G1022
2019,US2971781057
2019,US30040W1080
2019,US30161N1019
2019,US30212P3038
2019,US3021301094
2019,US30231G1022
2019,US3024913036
2019,US3029411093
2019,US3030751057
2019,US3119001044
2019,US3137451015
2019,US31428X1063
2019,US3156161024
2019,US31620M1062
2019,US3167731005
2019,US3205171057
2019,US3377381088
2019,US3379321074
2019,US3434121022
2019,US34354P1057
2019,US3453708600
2019,US3546131018
2019,US35671D8570
2019,US3614481030
2019,US3635761097
2019,US3647601083
2019,US3703341046
2019,US37045V1008
2019,US3719011096
2019,US37247D1063
2019,US3755581036
2019,US38141G1040
2019,US3825501014
2019,US3848021040
2019,US3976241071
2019,US40434L1052
2019,US4062161017
2019,US4103451021
2019,US4108671052
2019,US4128221086
2019,US4158641070
2019,US4165151048
2019,US4180561072
2019,US42250P1030
2019,US42330P1075
2019,US4234521015
2019,US4278661081
2019,US42809H1077
2019,US4370761029
2019,US4385161066
2019,US4404521001
2019,US44107P1049
2019,US4435106079
2019,US4448591028
2019,US4456581077
2019,US4461501045
2019,US4470111075
2019,US45073V1089
2019,US45167R1041
2019,US45168D1046
2019,US4523081093
2019,US4523271090
2019,US4581401001
2019,US4592001014
2019,US4595061015
2019,US4601461035
2019,US4606901001
2019,US4612021034
2019,US46284V1017
2019,US4657411066
2019,US46625H1005
2019,US4663131039
2019,US46982L1089
2019,US4781601046
2019,US48020Q1076
2019,US48203R1041
2019,US48242W1062
2019,US4824801009
2019,US4878361082
2019,US4891701009
2019,US4932671088
2019,US4943681035
2019,US49446R1095
2019,US49456B1017
2019,US4972661064
2019,US5002551043
2019,US5010441013
2019,US5018892084
2019,US5178341070
2019,US5184391044
2019,US5218652049
2019,US5246601075
2019,US5261071071
2019,US5324571083
2019,US5339001068
2019,US5341871094
2019,US5370081045
2019,US5398301094
2019,US5486611073
2019,US5502411037
2019,US55261F1049
2019,US5526761086
2019,US5529531015
2019,US5543821012
2019,US5544891048
2019,US55616P1049
2019,US5635714059
2019,US56418H1005
2019,US5658491064
2019,US5717481023
2019,US5719032022
2019,US5738741041
2019,US5745991068
2019,US57636Q1040
2019,US5770811025
2019,US5797802064
2019,US5801351017
2019,US58155Q1031
2019,US58933Y1055
2019,US59156R1086
2019,US5926881054
2019,US5949181045
2019,US5950171042
2019,US5951121038
2019,US6005441000
2019,US6081901042
2019,US60871R2094
2019,US6092071058
2019,US6153691059
2019,US6174464486
2019,US61945C1036
2019,US6200763075
2019,US6267171022
2019,US62886E1082
2019,US6293775085
2019,US62955J1034
2019,US6311031081
2019,US6361801011
2019,US6365181022
2019,US64110D1046
2019,US6501111073
2019,US6512291062
2019,US6516391066
2019,US65249B1098
2019,US65339F1012
2019,US6541061031
2019,US65473P1057
2019,US6556641008
2019,US6558441084
2019,US6658591044
2019,US6668071029
2019,US6687711084
2019,US67066G1040
2019,US6708371033
2019,US67098H1041
2019,US6745991058
2019,US6819191064
2019,US6821891057
2019,US6826801036
2019,US68389X1054
2019,US6866881021
2019,US6882392011
2019,US69331C1080
2019,US6934751057
2019,US6935061076
2019,US69351T1060
2019,US6936561009
2019,US6937181088
2019,US6951561090
2019,US7010941042
2019,US7043261079
2019,US7134481081
2019,US7140461093
2019,US7170811035
2019,US7234841010
2019,US7237871071
2019,US7244791007
2019,US7310681025
2019,US74144T1088
2019,US74251V1026
2019,US7427181091
2019,US7433151039
2019,US74340W1036
2019,US7443201022
2019,US7445731067
2019,US74460D1090
2019,US7475251036
2019,US74762E1029
2019,US74834L1008
2019,US7509171069
2019,US75281A1097
2019,US75513E1010
2019,US7588491032
2019,US75886F1075
2019,US7591EP1005
2019,US7593516047
2019,US7595091023
2019,US7607591002
2019,US7703231032
2019,US7739031091
2019,US7782961038
2019,US7835491082
2019,US78409V1044
2019,US78410G1040
2019,US7841171033
2019,US78440X8873
2019,US78454L1008
2019,US78473E1038
2019,US79466L3024
2019,US8064071025
2019,US8101861065
2019,US81211K1007
2019,US8168511090
2019,US8243481061
2019,US8288061091
2019,US8326964058
2019,US8354951027
2019,US8425871071
2019,US84265V1052
2019,US8447411088
2019,US8485741099
2019,US8545021011
2019,US8552441094
2019,US8574771031
2019,US8581191009
2019,US8636671013
2019,US8676524064
2019,US8716071076
2019,US87161C5013
2019,US8718291078
2019,US8725401090
2019,US8760301072
2019,US87612E1064
2019,US8803491054
2019,US8807701029
2019,US8807791038
2019,US8825081040
2019,US8832031012
2019,US88337F1057
2019,US8835561023
2019,US8851601018
2019,US88579Y1010
2019,US8873891043
2019,US8910921084
2019,US89417E1091
2019,US8962391004
2019,US8965221091
2019,US89832Q1094
2019,US9024941034
2019,US9026531049
2019,US9026811052
2019,US9029733048
2019,US9078181081
2019,US9111631035
2019,US9113121068
2019,US9113631090
2019,US9129091081
2019,US91324P1021
2019,US91529Y1064
2019,US91913Y1001
2019,US92276F1003
2019,US92343V1044
2019,US92532F1003
2019,US9255501051
2019,US92556V1061
2019,US9282981086
2019,US9290421091
2019,US9291601097
2019,US92922P1066
2019,US92939U1060
2019,US9297401088
2019,US9311421039
2019,US9314271084
2019,US94106L1098
2019,US9418481035
2019,US9427491025
2019,US9497461015
2019,US95040Q1040
2019,US95058W1009
2019,US95082P1057
2019,US9581021055
2019,US9604131022
2019,US96145D1054
2019,US9621661043
2019,US9633201069
2019,US9694571004
2019,US9699041011
2019,US9831341071
2019,US98389B1008
2019,US9839191015
2019,US98421M1062
2019,US9884981013
2019,US98956P1021
2020,AN8068571086
2020,CA00208D4084
2020,CA0084741085
2020,CA00900Q1037
2020,CA01626P1484
2020,CA05534B7604
2020,CA0636711016
2020,CA0641491075
2020,CA0977518616
2020,CA1247651088
2020,CA12532H1047
2020,CA13321L1085
2020,CA1360691010
2020,CA1363751027
2020,CA1363851017
2020,CA13646K1084
2020,CA1366812024
2020,CA1367178326
2020,CA2849025093
2020,CA2918434077
2020,CA29250N1050
2020,CA2927661025
2020,CA3180714048
2020,CA3359341052
2020,CA3495531079
2020,CA3518581051
2020,CA3759161035
2020,CA39138C1068
2020,CA4495861060
2020,CA4530384086
2020,CA45823T1066
2020,CA4969024047
2020,CA5394811015
2020,CA5592224011
2020,CA56501R1064
2020,CA59151K1084
2020,CA59162N1096
2020,CA6744822033
2020,CA6837151068
2020,CA7392391016
2020,CA74022D4075
2020,CA7669101031
2020,CA7751092007
2020,CA7800871021
2020,CA8029121057
2020,CA82028K2002
2020,CA8239011031
2020,CA85472N1096
2020,CA8667961053
2020,CA8672241079
2020,CA87807B1076
2020,CA8787422044
2020,CA87971M1032
2020,CA8849038085
2020,CA8911605092
2020,CA89346D1078
2020,CA8959451037
2020,CA9611485090
2020,CA98462Y1007
2020,GB0022569080
2020,IE00BWT6H894
2020,LR0008862868
2020,PA1436583006
2020,US0010551028
2020,US0010841023
2020,US00130H1059
2020,US00206R1023
2020,US0028241000
2020,US0028962076
2020,US00724F1012
2020,US00751Y1064
2020,US0079031078
2020,US0082521081
2020,US00846U1016
2020,US0091581068
2020,US00971T1016
2020,US0126531013
2020,US0152711091
2020,US01741R1023
2020,US0185811082
2020,US0188021085
2020,US0200021014
2020,US02079K3059
2020,US02209S1033
2020,US0231351067
2020,US0236081024
2020,US0255371017
2020,US02553E1064
2020,US0258161092
2020,US0268747849
2020,US03027X1000
2020,US03073E1055
2020,US03076C1062
2020,US0311001004
2020,US0311621009
2020,US0320951017
2020,US0326541051
2020,US0367521038
2020,US03743Q1085
2020,US0378331005
2020,US0382221051
2020,US0383361039
2020,US03940R1077
2020,US0394831020
2020,US0441861046
2020,US0454871056
2020,US04621X1081
2020,US0527691069
2020,US0530151036
2020,US0533321024
2020,US0534841012
2020,US0536111091
2020,US0537741052
2020,US0538071038
2020,US0565251081
2020,US0584981064
2020,US0605051046
2020,US0640581007
2020,US0708301041
2020,US0718131099
2020,US0758871091
2020,US0758961009
2020,US0844231029
2020,US0865161014
2020,US0893021032
2020,US09061G1013
2020,US09062X1037
2020,US0970231058
2020,US09857L1089
2020,US0997241064
2020,US1011211018
2020,US1011371077
2020,US1053682035
2020,US1096411004
2020,US1101221083
2020,US1124631045
2020,US1156372096
2020,US12504L1098
2020,US1252691001
2020,US12541W2098
2020,US1255231003
2020,US12572Q1058
2020,US1258961002
2020,US1264081035
2020,US12653C1080
2020,US1266501006
2020,US1270551013
2020,US1270971039
2020,US1273871087
2020,US1307881029
2020,US1331311027
2020,US1344291091
2020,US14040H1059
2020,US14149Y1082
2020,US1423391002
2020,US1431301027
2020,US1491231015
2020,US1508701034
2020,US15189T1079
2020,US1567821046
2020,US1598641074
2020,US1667641005
2020,US1713401024
2020,US1717793095
2020,US1720621010
2020,US17275R1023
2020,US1729081059
2020,US1729674242
2020,US1773761002
2020,US1858991011
2020,US1890541097
2020,US1912161007
2020,US1924461023
2020,US1941621039
2020,US20030N1019
2020,US2003401070
